序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
3984,002207,准油股份,5.23,0.19,0.01,85931.0,44937852.23,2.11,5.28,5.17,5.22,5.22,1.07,3.29,-67.95,20.18,1370549627.0,1364023748.0,0.0,0.19,-14.4,6.09
3985,002345,潮宏基,5.24,0.19,0.01,223815.0,116967875.63,1.91,5.28,5.18,5.21,5.23,1.08,2.58,11.05,1.25,4655806585.0,4543495873.0,0.0,0.0,4.38,-9.81
3986,003030,祖名股份,15.75,0.19,0.03,57500.0,90581835.84,2.8,15.95,15.51,15.69,15.72,0.77,7.1,-122.25,1.94,1965285000.0,1275724406.0,0.06,0.25,5.42,2.41
3987,000733,振华科技,42.15,0.19,0.08,109024.0,459890490.35,2.28,42.66,41.7,42.0,42.07,1.45,1.97,27.18,1.62,23358241517.0,23341583837.0,0.02,0.02,-13.64,-0.05
3988,600583,海油工程,5.31,0.19,0.01,374583.0,198641075.0,1.51,5.34,5.26,5.3,5.3,1.12,0.85,10.09,0.91,23477393988.0,23477393988.0,0.0,0.19,-6.84,-2.93
3989,603156,养元饮品,21.29,0.19,0.04,33437.0,71339635.0,1.74,21.55,21.18,21.19,21.25,0.91,0.27,16.37,2.72,26831309380.0,26831309380.0,-0.05,-0.05,0.52,-6.79
3990,600023,浙能电力,5.33,0.19,0.01,359554.0,191052892.0,1.69,5.35,5.26,5.29,5.32,1.1,0.27,8.0,0.99,71468545552.0,71468545552.0,-0.19,-0.19,-8.1,-5.83
3991,300930,屹通新材,26.94,0.19,0.05,21750.0,58643026.0,2.64,27.35,26.64,26.93,26.89,1.36,4.62,50.59,3.1,2694000000.0,1269547527.0,0.11,0.11,-2.67,-9.84
3992,605005,合兴股份,16.18,0.19,0.03,19288.0,31319223.0,1.8,16.35,16.06,16.16,16.15,1.88,0.48,24.76,3.44,6488180000.0,6488180000.0,0.06,-0.06,-5.77,-0.74
3993,300498,温氏股份,16.2,0.19,0.03,473536.0,765929848.51,2.04,16.32,15.99,16.11,16.17,1.5,0.9,12.62,2.87,107793580383.0,84799629211.0,-0.06,-0.18,-13.97,-1.88
3994,000423,东阿阿胶,59.92,0.18,0.11,51351.0,307982605.4,1.72,60.59,59.56,59.81,59.81,0.95,0.8,25.12,3.89,38587091294.0,38587091294.0,-0.02,0.02,4.39,-4.46
3995,002882,金龙羽,16.35,0.18,0.03,57815.0,94915900.0,2.45,16.56,16.16,16.37,16.32,1.64,2.34,41.96,3.33,7077915000.0,4035296903.0,0.0,0.06,-6.3,1.68
3996,300743,天地数码,16.36,0.18,0.03,42998.0,70702810.36,3.98,16.72,16.07,16.36,16.33,1.34,3.32,25.41,4.12,2510544365.0,2118904664.0,0.06,0.06,1.87,7.42
3997,688305,科德数控,71.43,0.18,0.13,20138.0,143747638.0,2.66,72.33,70.43,71.4,71.3,1.5,1.98,55.98,4.0,7302710766.0,7264638576.0,-0.01,0.01,-9.36,4.78
3998,301399,英特科技,27.55,0.18,0.05,73341.0,201067639.85,2.55,27.76,27.06,27.29,27.5,1.41,19.45,62.57,2.69,3515380000.0,1038988136.0,-0.04,0.07,31.0,0.07
3999,601668,中国建筑,5.54,0.18,0.01,2810348.0,1554108692.0,1.63,5.58,5.49,5.52,5.53,1.7,0.68,4.32,0.51,228914963060.0,228914963060.0,0.0,0.0,-10.93,-7.67
4000,603169,兰石重装,5.55,0.18,0.01,170218.0,94422899.0,1.81,5.58,5.48,5.52,5.54,1.41,1.3,56.35,2.24,7249919479.0,7249919479.0,0.0,0.18,-3.98,1.83
4001,603567,珍宝岛,11.14,0.18,0.02,51709.0,57837066.0,1.89,11.28,11.07,11.14,11.12,1.49,0.55,19.77,1.35,10484306384.0,10466481437.0,0.0,-0.09,-4.95,-3.97
4002,605058,澳弘电子,22.39,0.18,0.04,65946.0,147847900.0,3.45,22.69,21.92,22.28,22.35,0.83,4.61,23.9,1.91,3200067241.0,3200067241.0,0.09,0.31,11.67,12.91
4003,301353,普莱得,28.14,0.18,0.05,10068.0,28337387.0,2.6,28.43,27.7,28.19,28.09,1.33,4.03,28.95,1.7,2138640000.0,703500000.0,0.07,0.43,-0.04,2.55
4004,300283,温州宏丰,5.65,0.18,0.01,73604.0,41882318.57,2.84,5.75,5.59,5.65,5.64,1.1,2.39,-147.82,3.04,2470644526.0,1737502108.0,0.0,0.0,-11.86,2.91
4005,002780,三夫户外,11.3,0.18,0.02,67014.0,75717472.0,3.81,11.49,11.06,11.24,11.28,1.03,5.13,155.98,2.55,1780738592.0,1476375894.0,0.0,0.0,0.0,-10.67
4006,603817,海峡环保,5.69,0.18,0.01,40798.0,23258144.0,1.76,5.74,5.64,5.68,5.68,0.9,0.76,13.34,1.12,3040501327.0,3040501327.0,0.18,0.0,1.43,1.97
4007,000001,平安银行,11.38,0.18,0.02,1407493.0,1601621979.76,1.23,11.45,11.31,11.36,11.36,1.3,0.73,4.17,0.53,220839349093.0,220835927469.0,0.0,0.0,-1.47,-2.74
4008,300692,中环环保,5.71,0.18,0.01,92530.0,53235250.1,3.16,5.83,5.65,5.71,5.7,1.5,2.47,24.46,1.13,2423872725.0,2143088757.0,-0.35,-0.35,-14.52,0.88
4009,002712,思美传媒,5.75,0.17,0.01,395382.0,227596845.87,3.83,5.85,5.63,5.7,5.74,1.05,7.31,-376.53,2.22,3129588139.0,3110209776.0,0.17,0.17,2.5,12.75
4010,600908,无锡银行,5.76,0.17,0.01,224916.0,129673228.0,1.39,5.8,5.72,5.76,5.75,0.99,1.12,5.37,0.61,12641366563.0,11516040950.0,0.0,0.17,0.0,-2.54
4011,300552,万集科技,34.56,0.17,0.06,156631.0,543501092.8,5.25,35.54,33.73,35.24,34.5,2.59,11.74,-23.27,3.56,7365880351.0,4610173571.0,0.09,0.0,-10.07,0.61
4012,002190,成飞集成,17.3,0.17,0.03,101862.0,176457566.0,2.78,17.54,17.06,17.27,17.27,1.22,2.84,-180.93,2.23,6206017634.0,6206017634.0,0.0,0.12,-7.19,-10.55
4013,001226,拓山重工,29.0,0.17,0.05,12745.0,36863573.0,1.17,29.11,28.77,28.96,28.95,0.71,6.83,105.89,2.94,2165334300.0,541334300.0,0.03,0.21,18.8,6.03
4014,601997,贵阳银行,5.84,0.17,0.01,393493.0,229984116.0,1.2,5.87,5.8,5.82,5.83,1.01,1.08,4.03,0.36,21352196764.0,21352196764.0,0.0,-0.17,-3.47,-2.67
4015,300639,凯普生物,5.87,0.17,0.01,113336.0,67032563.95,2.73,5.99,5.83,5.86,5.86,1.64,1.78,-10.87,0.85,3794958956.0,3728414858.0,0.0,-0.17,-5.32,-1.01
4016,300710,万隆光电,17.63,0.17,0.03,32290.0,57062534.68,3.24,17.9,17.33,17.58,17.6,0.74,3.62,99.14,2.61,1754013989.0,1571453364.0,-0.11,-0.06,-13.96,-1.29
4017,688257,新锐股份,17.65,0.17,0.03,23894.0,42145679.0,2.21,17.85,17.46,17.67,17.62,1.35,1.8,17.77,1.47,3193830369.0,2342575811.0,0.06,0.0,6.45,-3.08
4018,300897,山科智能,23.58,0.17,0.04,11604.0,27427725.94,2.8,23.86,23.2,23.49,23.54,1.41,1.84,27.63,2.38,2369474971.0,1484177783.0,0.17,0.04,11.38,-3.64
4019,603393,新天然气,29.54,0.17,0.05,46220.0,136250489.0,2.03,29.75,29.15,29.5,29.49,0.93,1.09,10.65,1.6,12522636000.0,12481280236.0,0.0,0.03,-9.14,-2.41
4020,300594,朗进科技,17.73,0.17,0.03,21467.0,38159023.0,2.43,17.93,17.5,17.79,17.7,1.04,2.36,-28.22,1.87,1628916269.0,1613396756.0,-0.06,-0.23,-6.78,3.44
4021,002568,百润股份,23.7,0.17,0.04,105227.0,248914306.69,4.44,24.15,23.1,23.49,23.66,1.23,1.47,32.48,5.68,24870044234.0,16978496609.0,0.0,0.04,-6.51,-15.39
4022,300975,商络电子,11.9,0.17,0.02,408586.0,489803385.37,4.29,12.21,11.7,11.8,11.88,2.11,8.72,114.64,3.9,8175366688.0,5575824302.0,0.08,0.25,-16.96,5.78
4023,000554,泰山石油,5.96,0.17,0.01,161954.0,96703662.16,1.68,6.02,5.92,5.94,5.95,1.32,4.47,40.31,2.88,2865528175.0,2161413054.0,-0.33,-0.33,-12.22,0.34
4024,600354,敦煌种业,6.02,0.17,0.01,337846.0,202689703.0,2.33,6.06,5.92,5.99,6.01,1.27,6.4,132.5,5.15,3177368522.0,3177368522.0,0.17,0.5,-4.44,1.69
4025,300951,博硕科技,30.1,0.17,0.05,22906.0,69471843.5,3.13,30.8,29.86,30.1,30.05,1.42,1.52,23.67,2.23,5100604440.0,4547736068.0,-0.1,-0.1,-2.97,0.77
4026,603655,朗博科技,24.2,0.17,0.04,20592.0,49684448.0,2.19,24.4,23.87,24.4,24.16,1.38,1.94,99.9,4.76,2565200000.0,2565200000.0,-0.29,0.46,6.8,-0.37
4027,600469,风神股份,6.16,0.16,0.01,57716.0,35505315.0,1.63,6.19,6.09,6.15,6.15,1.36,0.79,12.22,1.36,4493417365.0,4493417365.0,-0.16,-0.16,-2.69,0.0
4028,300173,福能东方,6.19,0.16,0.01,791530.0,488949555.78,3.88,6.3,6.06,6.15,6.18,1.16,10.77,503.89,5.0,4547952071.0,4547952071.0,0.0,0.16,32.55,9.56
4029,002404,嘉欣丝绸,6.2,0.16,0.01,77444.0,48241693.6,2.26,6.3,6.16,6.16,6.19,1.26,1.7,17.15,1.75,3472319554.0,2825889295.0,-0.48,-0.16,0.81,0.16
4030,600236,桂冠电力,6.28,0.16,0.01,115047.0,72160390.0,0.96,6.3,6.24,6.24,6.27,1.07,0.15,17.16,2.92,49501332597.0,49501332597.0,0.0,0.16,2.78,-7.65
4031,300099,尤洛卡,6.29,0.16,0.01,184288.0,116026993.57,3.03,6.38,6.19,6.25,6.28,1.33,3.17,61.06,1.97,4637398454.0,3657082990.0,0.16,0.16,-2.63,4.83
4032,603238,诺邦股份,12.61,0.16,0.02,39127.0,49530347.0,2.3,12.77,12.48,12.59,12.59,1.12,2.2,24.21,1.63,2238388490.0,2238388490.0,0.0,-0.08,15.79,-2.7
4033,603819,神力股份,12.63,0.16,0.02,31433.0,39684523.0,3.65,12.89,12.43,12.57,12.61,1.24,1.44,-43.31,3.53,2749932262.0,2749932262.0,0.0,0.08,30.34,2.52
4034,688060,云涌科技,37.92,0.16,0.06,3843.0,14630770.0,3.41,38.69,37.4,37.88,37.86,1.36,0.64,412.56,2.4,2282432406.0,2282432406.0,0.37,0.29,-2.17,6.79
4035,600026,中远海能,12.69,0.16,0.02,315921.0,398393896.0,2.45,12.75,12.44,12.57,12.67,0.73,0.91,13.3,1.68,60541152453.0,44094912453.0,0.16,0.08,-1.25,9.4
4036,002753,永东股份,6.35,0.16,0.01,47280.0,30113197.6,2.05,6.43,6.3,6.34,6.34,1.39,1.95,21.79,1.04,2385654792.0,1541799329.0,0.0,0.0,-2.01,1.28
4037,600195,中牧股份,6.43,0.16,0.01,102324.0,65908148.0,1.87,6.5,6.38,6.4,6.42,1.49,1.0,60.2,1.2,6565983312.0,6565983312.0,0.16,0.0,-11.68,-4.17
4038,920108,宏海科技,19.31,0.16,0.03,182559.0,338849628.35,25.57,21.95,17.02,17.5,19.28,0.9,78.39,31.31,5.13,2317200000.0,449686453.0,-0.36,-0.52,246.68,246.68
4039,600011,华能国际,6.49,0.15,0.01,415071.0,268845892.0,0.93,6.51,6.45,6.48,6.48,1.04,0.38,7.34,1.75,101880625900.0,71375137374.0,0.0,0.15,-10.36,-4.14
4040,688733,壹石通,19.48,0.15,0.03,39878.0,77711070.0,2.98,19.71,19.13,19.49,19.45,1.56,2.0,197.74,1.76,3891620701.0,3891620701.0,0.0,-0.05,4.96,3.07
4041,301040,中环海陆,13.0,0.15,0.02,26710.0,35113878.0,4.55,13.41,12.82,13.06,12.98,0.9,3.73,-14.5,1.47,1300011388.0,930955363.0,0.0,-0.08,-25.93,4.92
4042,301222,浙江恒威,26.15,0.15,0.04,10036.0,26319461.0,2.3,26.43,25.83,26.2,26.11,1.06,3.42,22.79,1.93,2649868410.0,766676160.0,0.08,0.15,1.59,2.75
4043,601360,三六零,13.2,0.15,0.02,6339022.0,8347981475.0,8.27,13.72,12.63,12.84,13.18,2.3,9.06,-119.7,3.02,92394164003.0,92394164003.0,0.0,0.15,23.48,27.54
4044,002056,横店东磁,13.22,0.15,0.02,216808.0,287527827.76,2.2,13.38,13.09,13.17,13.2,1.61,1.33,17.41,2.34,21505133618.0,21483266879.0,0.0,0.08,-11.87,2.01
4045,000020,深华发Ａ,13.25,0.15,0.02,36561.0,48363837.0,2.87,13.35,12.97,13.3,13.23,0.98,2.02,197.56,9.84,3751886258.0,2400441431.0,-0.15,-0.15,-4.88,6.68
4046,600877,电科芯片,13.28,0.15,0.02,172568.0,229121626.0,2.56,13.42,13.08,13.28,13.26,1.62,1.46,200.03,6.41,15724310054.0,15724310054.0,0.0,0.15,-12.63,0.68
4047,300044,赛为智能,6.7,0.15,0.01,901035.0,603912288.78,4.33,6.84,6.55,6.7,6.69,1.58,11.8,-218.53,8.29,5117923828.0,5117282035.0,0.15,0.3,-3.6,11.67
4048,688545,兴福电子,26.93,0.15,0.04,154776.0,417072247.0,4.02,27.48,26.4,26.85,26.89,0.68,22.62,54.81,3.47,9694800000.0,1842640115.0,-0.04,0.0,130.57,130.57
4049,603222,济民健康,6.74,0.15,0.01,75189.0,50676379.0,1.93,6.79,6.66,6.73,6.73,1.32,1.43,93.41,2.25,3539110745.0,3539110745.0,0.15,0.15,0.45,-0.74
4050,002008,大族激光,27.1,0.15,0.04,506989.0,1374638494.8,2.77,27.46,26.71,27.0,27.06,1.84,5.18,15.0,1.79,28514430300.0,26539489995.0,0.0,0.11,-1.81,8.4
4051,301511,德福科技,13.57,0.15,0.02,191672.0,260152181.8,3.17,13.76,13.33,13.55,13.55,0.77,5.13,-31.43,2.12,8553469540.0,5070729189.0,-0.07,-0.07,-20.55,8.04
4052,000089,深圳机场,6.83,0.15,0.01,187078.0,127927948.8,1.47,6.89,6.79,6.83,6.82,1.34,0.91,32.14,1.25,14006755746.0,14006570612.0,0.0,0.15,-5.53,-0.87
4053,600116,三峡水利,6.86,0.15,0.01,107611.0,73876469.0,1.31,6.9,6.81,6.86,6.85,1.58,0.56,25.67,1.17,13117300321.0,13117300321.0,-0.15,-0.15,-5.77,-1.15
4054,301300,远翔新材,27.51,0.15,0.04,11458.0,31740138.0,2.51,27.93,27.24,27.45,27.47,1.15,3.73,39.97,2.27,1775495400.0,845428159.0,0.4,0.11,3.03,6.92
4055,603172,万丰股份,13.78,0.15,0.02,22257.0,30837425.0,2.47,14.05,13.71,13.8,13.76,1.52,4.44,70.32,1.77,1837976400.0,690102400.0,-0.36,-0.07,-11.1,4.71
4056,603893,瑞芯微,186.79,0.14,0.27,320870.0,6140324097.0,10.56,199.9,180.2,193.99,186.52,1.59,7.66,166.86,23.69,78246630051.0,78207871126.0,-0.04,0.31,108.66,70.1
4057,688116,天奈科技,42.06,0.14,0.06,124742.0,523172981.0,4.31,42.98,41.17,42.0,42.0,1.52,3.62,59.55,5.3,14499826859.0,14499826859.0,0.14,0.07,36.56,8.37
4058,300486,东杰智能,7.02,0.14,0.01,169236.0,118943588.5,3.0,7.12,6.91,7.01,7.01,1.51,4.27,-27.88,2.3,2861732631.0,2780603853.0,0.14,0.29,4.15,2.63
4059,600251,冠农股份,7.07,0.14,0.01,76300.0,53981472.0,1.42,7.12,7.02,7.05,7.06,1.32,0.98,12.41,1.48,5493344632.0,5493344632.0,0.0,0.0,-7.34,-3.02
4060,002035,华帝股份,7.08,0.14,0.01,251247.0,178101709.17,1.98,7.15,7.01,7.08,7.07,1.32,3.22,11.15,1.62,6001387615.0,5526103137.0,0.0,0.0,-10.38,-3.54
4061,000598,兴蓉环境,7.11,0.14,0.01,139986.0,99506411.19,1.41,7.16,7.06,7.12,7.1,0.76,0.47,9.79,1.19,21219330866.0,21150868676.0,0.0,0.0,-3.66,-6.32
4062,688076,诺泰生物,49.86,0.14,0.07,45203.0,225984282.0,2.25,50.58,49.46,49.65,49.79,1.32,2.06,23.47,4.3,10958233193.0,10958233193.0,0.02,0.14,-1.93,-3.97
4063,600480,凌云股份,14.31,0.14,0.02,618054.0,885143145.0,4.97,14.68,13.97,14.18,14.29,1.05,6.74,20.15,1.82,13455647351.0,13121775017.0,0.0,0.07,40.99,32.38
4064,601918,新集能源,7.2,0.14,0.01,239525.0,172521185.0,1.39,7.24,7.14,7.15,7.19,0.93,0.92,7.87,1.2,18651900960.0,18651900960.0,0.0,0.14,-12.62,0.28
4065,003040,楚天龙,14.51,0.14,0.02,318002.0,462210903.7,4.42,14.85,14.21,14.3,14.49,0.95,6.96,-177.42,4.75,6691082954.0,6628897244.0,-0.07,0.0,16.73,11.02
4066,603701,德宏股份,14.54,0.14,0.02,24028.0,34938583.0,2.55,14.7,14.33,14.64,14.52,1.32,0.92,193.75,4.93,3800202041.0,3800202041.0,0.0,0.21,7.07,3.86
4067,001239,永达股份,14.6,0.14,0.02,35291.0,51483794.0,2.26,14.71,14.38,14.58,14.58,1.57,3.1,58.19,2.76,3504000000.0,1664400000.0,0.0,0.21,-13.4,-0.48
4068,603139,康惠制药,14.62,0.14,0.02,14156.0,20845876.0,4.18,15.06,14.45,15.06,14.6,1.24,1.42,-28.6,1.6,1460245600.0,1460245600.0,-0.07,0.0,1.88,1.81
4069,002677,浙江美大,7.32,0.14,0.01,68298.0,50129361.04,2.46,7.43,7.25,7.27,7.31,1.15,1.17,33.27,2.87,4729098056.0,4277593663.0,0.0,0.27,-0.41,-0.27
4070,688100,威胜信息,36.64,0.14,0.05,32016.0,117767091.0,3.61,37.49,36.17,36.59,36.59,1.7,0.65,31.98,5.74,18015344812.0,18015344812.0,0.38,-0.14,-9.42,1.22
4071,000404,长虹华意,7.33,0.14,0.01,128074.0,93977558.55,2.73,7.42,7.22,7.31,7.32,1.13,1.85,10.18,1.28,5101650526.0,5079610631.0,0.14,0.14,-2.27,-0.95
4072,301327,华宝新能,73.45,0.14,0.1,9259.0,68344852.53,2.44,74.69,72.9,73.08,73.35,0.79,2.67,43.12,1.49,9166560000.0,2543879493.0,0.04,-0.12,-14.85,-4.25
4073,601061,中信金属,7.36,0.14,0.01,178098.0,131056671.0,1.5,7.41,7.3,7.35,7.35,1.96,3.55,15.75,1.72,36064000000.0,3688492314.0,0.0,0.14,-11.86,1.38
4074,301022,海泰科,22.15,0.14,0.03,31848.0,71514715.08,6.65,23.35,21.88,22.68,22.12,1.95,6.1,45.84,1.94,1877367727.0,1156447934.0,-0.18,-0.4,-5.14,9.11
4075,688285,高铁电气,7.49,0.13,0.01,17143.0,12955311.0,2.67,7.65,7.45,7.45,7.48,1.44,0.46,89.79,1.73,2818411448.0,2818411448.0,-0.4,0.13,-1.71,1.22
4076,301282,金禄电子,22.78,0.13,0.03,50139.0,114739014.0,3.69,23.25,22.41,22.91,22.75,1.27,6.95,45.35,2.06,3442968471.0,1643348471.0,0.04,0.22,-3.56,8.74
4077,300619,金银河,23.29,0.13,0.03,17643.0,41185359.2,2.71,23.56,22.93,23.3,23.26,1.08,1.6,-238.15,1.9,3117270801.0,2561430194.0,0.0,0.0,-19.69,-3.16
4078,300672,国科微,71.03,0.13,0.09,147826.0,1047171310.1,4.47,72.58,69.41,70.94,70.94,1.49,7.03,165.2,3.79,15423501932.0,14940284061.0,0.04,0.17,0.68,6.41
4079,688249,晶合集成,24.39,0.12,0.03,285836.0,698710579.0,3.12,24.77,24.01,24.43,24.36,1.22,2.43,131.56,2.34,48929636479.0,28700469578.0,0.04,0.12,18.11,4.5
4080,603008,喜临门,16.34,0.12,0.02,50320.0,82242541.0,2.14,16.48,16.13,16.29,16.32,1.04,1.33,12.38,1.61,6192727319.0,6192727319.0,0.0,0.12,-17.68,-2.51
4081,605168,三人行,32.9,0.12,0.04,85715.0,282408750.0,3.96,33.47,32.17,32.72,32.86,1.42,4.07,28.64,2.49,6935878839.0,6935878839.0,0.0,0.46,-0.18,-8.41
4082,002957,科瑞技术,16.51,0.12,0.02,98915.0,163674577.1,2.67,16.72,16.28,16.4,16.49,1.67,2.41,30.86,2.31,6781683427.0,6769518793.0,0.06,0.0,0.12,5.23
4083,000752,ST西发,8.27,0.12,0.01,23471.0,19357404.0,0.97,8.29,8.21,8.25,8.26,0.78,0.89,68.19,16.09,2181282721.0,2181282721.0,0.0,0.24,19.51,-3.5
4084,603266,天龙股份,16.62,0.12,0.02,38266.0,63865842.0,2.59,16.86,16.43,16.63,16.6,1.31,1.92,30.02,2.24,3305497785.0,3305497785.0,0.06,0.12,-19.9,3.23
4085,605111,新洁能,33.61,0.12,0.04,174285.0,587519168.0,3.34,34.22,33.1,33.58,33.57,1.7,4.2,31.52,3.63,13959327577.0,13959327577.0,0.03,0.12,-8.92,-0.88
4086,603078,江化微,16.88,0.12,0.02,133247.0,225080228.0,3.14,17.13,16.6,16.8,16.86,1.64,3.46,56.6,3.92,6509556746.0,6509556746.0,0.12,0.3,6.03,0.84
4087,603712,七一二,17.0,0.12,0.02,192802.0,328454988.0,3.12,17.25,16.72,17.0,16.98,1.21,2.5,-361.21,2.85,13124000000.0,13124000000.0,0.06,0.0,-11.23,-12.69
4088,301611,珂玛科技,60.86,0.12,0.07,58443.0,354904319.26,3.13,61.5,59.6,60.48,60.79,1.3,10.36,88.14,18.44,26534960000.0,3432388853.0,0.02,0.08,-10.93,3.22
4089,003038,鑫铂股份,17.39,0.12,0.02,32720.0,56988390.4,3.22,17.66,17.1,17.21,17.37,1.53,1.93,23.36,1.4,4237869353.0,2942177755.0,0.0,0.06,5.33,6.17
4090,688739,成大生物,26.27,0.11,0.03,26072.0,68539504.0,1.33,26.46,26.11,26.3,26.24,1.3,1.38,24.89,1.15,10940141500.0,4959414420.0,-0.11,-0.04,-6.01,1.9
4091,300517,海波重科,8.9,0.11,0.01,27769.0,24764279.8,2.59,9.03,8.8,8.95,8.89,0.92,2.24,75.51,1.72,1783554847.0,1103704094.0,0.34,0.34,-7.77,5.83
4092,001333,光华股份,17.86,0.11,0.02,10449.0,18680817.72,1.12,17.95,17.75,17.86,17.84,1.25,2.37,17.9,1.4,2286080000.0,785840000.0,-0.17,-0.17,-3.35,3.18
4093,600332,白云山,27.13,0.11,0.03,85583.0,232267523.0,1.14,27.26,26.95,27.11,27.1,1.67,0.61,10.47,1.22,44107708446.0,38141821446.0,0.0,-0.04,-6.48,-4.54
4094,002968,新大正,9.18,0.11,0.01,37244.0,34319239.2,1.96,9.28,9.1,9.14,9.17,1.15,1.75,14.56,1.72,2077230048.0,1958865193.0,0.11,0.11,-9.56,0.77
4095,002971,和远气体,18.42,0.11,0.02,34168.0,63182586.9,2.17,18.66,18.26,18.39,18.4,1.71,2.13,49.63,2.88,3890948700.0,2949937175.0,0.0,0.05,-20.74,-1.23
4096,000915,华特达因,27.71,0.11,0.03,43491.0,120414037.65,2.17,27.98,27.38,27.58,27.68,0.93,1.86,13.33,2.35,6493325449.0,6489882482.0,0.04,0.14,-2.22,-1.67
4097,600004,白云机场,9.31,0.11,0.01,160574.0,149440073.0,1.29,9.36,9.24,9.28,9.3,1.21,0.68,24.74,1.22,22034147215.0,22034147215.0,0.11,0.11,-5.29,-3.02
4098,605305,中际联合,27.96,0.11,0.03,43483.0,121612288.0,2.47,28.39,27.7,28.09,27.93,0.74,2.05,18.7,2.37,5942059200.0,5942059200.0,0.0,0.14,-5.86,-1.31
4099,300576,容大感光,47.0,0.11,0.05,135787.0,639410108.92,3.28,47.88,46.34,46.61,46.95,1.55,7.4,102.07,9.07,14323522036.0,8625948258.0,0.02,0.02,-14.86,4.03
4100,601083,锦江航运,9.42,0.11,0.01,57560.0,54186571.0,1.59,9.48,9.33,9.41,9.41,1.52,2.97,12.72,1.48,12190610400.0,1828610400.0,0.0,0.0,-3.98,-1.05
4101,300767,震安科技,9.6,0.1,0.01,67682.0,65483376.93,3.13,9.77,9.47,9.68,9.59,0.97,2.82,-35.0,1.59,2652393869.0,2301095942.0,0.1,0.1,-13.59,6.43
4102,002983,芯瑞达,19.47,0.1,0.02,27846.0,54584974.17,2.88,19.8,19.24,19.76,19.45,1.65,2.17,43.49,3.35,4347545823.0,2494089029.0,0.0,0.05,-15.35,-0.87
4103,603135,中重科技,9.79,0.1,0.01,153736.0,150112922.0,2.66,9.93,9.67,9.72,9.78,0.9,6.08,675.7,2.08,6163177803.0,2473513557.0,-0.1,-0.1,6.53,10.5
4104,603255,鼎际得,29.48,0.1,0.03,6456.0,19035138.0,2.17,29.74,29.1,29.3,29.45,0.88,1.06,276.48,2.45,3965403943.0,1788706311.0,0.03,0.55,4.02,-12.47
4105,600873,梅花生物,9.92,0.1,0.01,199205.0,197557597.0,2.22,10.0,9.78,9.92,9.91,1.19,0.7,10.64,1.99,28299664400.0,28299664400.0,-0.1,-0.1,5.08,-1.1
4106,002294,信立泰,29.8,0.1,0.03,44293.0,132898031.25,2.32,30.3,29.61,29.86,29.77,0.89,0.4,48.88,3.86,33221532743.0,33214058933.0,0.0,0.0,-8.5,-3.65
4107,300371,汇中股份,9.95,0.1,0.01,24810.0,24817014.22,2.92,10.11,9.82,9.99,9.94,1.12,1.83,27.48,1.81,2002112095.0,1350925649.0,0.1,0.0,-3.21,3.75
4108,300635,中达安,10.02,0.1,0.01,47707.0,48004364.16,3.4,10.25,9.91,10.0,10.01,1.18,3.98,469.54,3.06,1404142680.0,1200070671.0,0.1,0.1,-10.46,2.35
4109,603960,克来机电,20.2,0.1,0.02,99568.0,201565065.0,2.63,20.45,19.92,20.24,20.18,1.43,3.8,117.77,4.89,5313074700.0,5296397580.0,0.05,0.05,-13.64,1.51
4110,301191,菲菱科思,93.12,0.1,0.09,28625.0,266083350.04,3.81,94.67,91.13,92.9,93.03,1.07,10.93,46.4,3.79,6457127040.0,2439554315.0,-0.12,0.02,0.5,4.1
4111,000998,隆平高科,10.46,0.1,0.01,250581.0,261626132.42,1.72,10.51,10.33,10.44,10.45,1.4,1.91,-21.73,3.03,13775509317.0,13755428711.0,0.1,0.1,-12.1,-6.36
4112,600645,中源协和,21.02,0.1,0.02,97438.0,205294746.0,2.95,21.43,20.81,21.09,21.0,1.21,2.08,55.25,2.72,9836285668.0,9832528868.0,0.1,0.24,-3.89,8.91
4113,603004,鼎龙科技,21.06,0.1,0.02,55136.0,116458561.0,2.71,21.38,20.81,21.03,21.04,1.08,9.36,34.43,2.56,4960051200.0,1240012800.0,0.1,0.24,10.32,2.18
4114,301310,鑫宏业,32.09,0.09,0.03,103344.0,330342271.33,5.74,32.88,31.04,31.12,32.06,1.02,14.93,34.24,1.93,4362251704.0,2220957243.0,-0.09,-0.06,24.28,25.35
4115,603059,倍加洁,21.6,0.09,0.02,13905.0,30099444.0,5.14,22.31,21.2,21.58,21.58,1.64,1.38,38.97,1.94,2169691920.0,2169691920.0,0.0,0.42,-4.04,-7.42
4116,605580,恒盛能源,10.93,0.09,0.01,40027.0,43940493.0,3.11,11.14,10.8,10.96,10.92,0.94,1.43,20.74,3.35,3060400000.0,3060400000.0,0.0,0.09,18.55,-1.35
4117,603856,东宏股份,11.05,0.09,0.01,26652.0,29600186.0,2.72,11.25,10.95,11.03,11.04,1.5,1.04,13.87,1.2,3116719463.0,2833381330.0,0.18,0.27,-4.41,0.0
4118,002488,金固股份,11.07,0.09,0.01,117827.0,130473708.92,2.53,11.21,10.93,11.05,11.06,0.87,1.28,255.31,2.62,11019510450.0,10185329869.0,0.18,0.27,1.93,6.03
