Index,Stock Code,FilteredBy
4317,002128,
4318,000100,Filter2
4319,301581,
4320,001308,Filter3
4321,002139,Filter2
4322,600562,Filter2
4323,300638,Filter1
4324,603992,
4325,600605,Filter2
4326,002683,Filter2
4327,003019,Filter2
4328,301618,
4329,300207,Filter2
4330,003816,Filter2
4331,002097,Filter2
4332,600566,
4333,300716,Filter2
4334,002838,Filter2
4335,001268,Filter2
4336,601038,
4337,603508,Filter2
4338,002249,Filter2
4339,603198,
4340,002413,Filter1
4341,601717,
4342,601311,Filter2
4343,688539,Filter2
4344,002001,Filter2
4345,300469,Filter2
4346,600420,
4347,301606,
4348,002053,Filter2
4349,001289,
4350,000035,
4351,600908,Filter2
4352,300561,Filter2
4353,301232,
4354,601022,
4355,300825,Filter2
4356,603565,Filter2
4357,600398,Filter2
4358,300387,Filter2
4359,002539,Filter2
4360,301363,Filter2
4361,603281,
4362,600765,
4363,603929,Filter2
4364,601187,Filter2
4365,688722,Filter2
4366,600276,
4367,002434,Filter2
4368,688717,Filter2
4369,603816,
4370,300952,Filter2
4371,600295,
4372,002807,Filter2
4373,000009,
4374,600584,Filter2
4375,002239,Filter2
4376,300319,Filter2
4377,300751,
4378,600096,Filter2
4379,603358,Filter2
4380,300596,Filter2
4381,603680,Filter2
4382,603599,
4383,000988,Filter2
4384,605589,Filter2
4385,600985,
4386,605488,Filter2
4387,601877,Filter2
4388,688367,Filter2
4389,600256,
4390,600863,
4391,601016,Filter2
4392,603013,Filter2
4393,001267,Filter2
4394,000913,Filter2
4395,688400,Filter1
4396,600219,Filter2
4397,001965,
4398,600237,Filter2
4399,600894,Filter2
4400,600363,Filter2
4401,300927,Filter2
4402,600377,Filter2
4403,601666,
4404,003009,
4405,600057,
4406,002488,Filter2
4407,002003,Filter2
4408,002406,Filter2
4409,002795,Filter2
4410,002514,Filter2
4411,301598,
4412,002032,
4413,600141,Filter2
4414,002137,Filter3
4415,301004,Filter2
4416,601222,
4417,002948,Filter2
4418,300836,Filter2
4419,688249,Filter3
4420,002984,Filter2
4421,002997,Filter2
4422,300124,Filter2
4423,603799,Filter2
4424,003041,Filter2
4425,300980,Filter2
4426,002379,Filter2
4427,603662,Filter2
4428,688266,Filter2
4429,603219,Filter2
4430,603659,
4431,600323,Filter2
4432,601208,Filter2
4433,300750,Filter2
4434,603611,Filter2
4435,688208,Filter2
4436,603068,Filter2
4437,601011,Filter2
4438,301389,Filter2
4439,002048,
4440,002182,Filter2
4441,603072,
4442,688472,Filter2
4443,600499,
4444,002568,Filter2
4445,688017,Filter2
4446,688025,Filter2
4447,002363,Filter2
4448,601098,Filter2
4449,601137,Filter2
4450,603379,Filter2
4451,002768,Filter3
4452,600039,
4453,002056,
4454,301512,Filter3
4455,002276,Filter2
4456,300174,Filter2
4457,689009,Filter2
4458,300421,Filter2
4459,601799,Filter2
4460,600987,
4461,002028,Filter2
4462,300442,Filter2
4463,300833,
4464,688599,Filter2
4465,688533,Filter2
4466,300666,Filter2
4467,002701,
4468,301077,Filter2
4469,002766,Filter2
4470,300007,Filter2
4471,600810,Filter2
4472,688360,Filter2
4473,688382,Filter2
4474,600596,Filter2
4475,603328,Filter2
4476,600388,Filter2
4477,002532,Filter2
4478,601012,
4479,600971,
4480,300733,Filter2
4481,300648,Filter2
4482,002705,Filter2
4483,688239,Filter2
4484,300604,Filter2
4485,688219,Filter2
4486,603165,Filter2
4487,601179,
4488,301198,Filter1
4489,000737,Filter2
4490,000543,Filter2
4491,600509,Filter2
4492,600173,Filter2
4493,002629,Filter2
4494,300487,Filter2
4495,300473,Filter2
4496,000703,
4497,002886,Filter2
4498,603056,
4499,688048,Filter1
4500,603298,Filter3
4501,301356,Filter2
4502,603408,Filter2
4503,300627,Filter2
4504,002468,Filter2
4505,601168,Filter2
4506,300680,Filter2
4507,688506,
4508,600803,
4509,603530,Filter2
4510,600835,Filter2
4511,002245,Filter2
4512,688123,Filter2
4513,002164,Filter3
4514,600299,Filter2
4515,600282,Filter2
4516,000657,Filter2
4517,603129,Filter2
4518,688408,Filter2
4519,603311,Filter2
4520,002203,Filter2
4521,601898,
4522,603486,Filter2
4523,601636,
4524,002634,
4525,002125,Filter2
4526,002709,Filter2
4527,003005,Filter1
4528,002892,Filter2
4529,688516,
4530,688633,Filter2
4531,000573,Filter2
4532,301285,Filter2
4533,600285,
4534,600366,Filter2
4535,603897,Filter2
4536,001207,Filter2
4537,603061,Filter2
4538,600482,Filter2
4539,603112,Filter2
4540,300777,Filter2
4541,300222,Filter2
4542,603757,Filter2
4543,002324,Filter2
4544,600012,
4545,600761,
4546,688559,
4547,002966,
4548,301383,Filter2
4549,300328,Filter2
4550,688629,Filter2
4551,002517,Filter2
4552,603367,
4553,603995,Filter2
4554,605166,Filter2
4555,002811,Filter2
4556,301076,Filter2
4557,605507,Filter2
4558,600079,Filter2
4559,601126,
4560,601100,Filter2
4561,300181,
4562,300470,Filter2
4563,601231,Filter2
4564,300695,Filter2
4565,002117,Filter2
4566,603200,Filter2
4567,002953,Filter2
4568,300100,Filter2
4569,002126,Filter1
4570,688322,Filter2
4571,605118,Filter2
4572,300654,Filter2
4573,688223,Filter2
4574,688345,Filter2
4575,000063,Filter2
4576,600933,Filter2
4577,603568,Filter2
4578,688187,
4579,688433,Filter2
4580,600027,
4581,300428,
4582,603058,Filter2
4583,601919,Filter2
4584,603055,
4585,600191,Filter2
4586,002947,Filter2
4587,600456,Filter2
4588,600458,Filter2
4589,002196,Filter2
4590,002299,
4591,600033,Filter2
4592,300354,Filter2
4593,603360,Filter2
4594,300436,Filter2
4595,300161,Filter2
4596,301023,Filter2
4597,603369,
4598,605158,Filter2
4599,300979,
4600,603033,Filter2
4601,002010,Filter3
4602,603040,Filter2
4603,002597,Filter2
4604,002541,
4605,601918,
4606,600563,Filter2
4607,300611,Filter2
4608,002020,Filter2
4609,603507,
4610,600461,
4611,600732,Filter1
4612,600114,Filter2
4613,688099,Filter2
4614,603928,Filter3
4615,688596,Filter2
4616,300988,Filter2
4617,002896,Filter2
4618,603308,Filter2
4619,301525,Filter2
4620,603556,Filter2
4621,603106,Filter2
4622,002668,Filter2
4623,300660,Filter2
4624,600750,
4625,000683,
4626,300657,Filter1
4627,601615,
4628,000520,Filter3
4629,603583,Filter1
4630,002895,Filter2
4631,002213,Filter1
4632,688507,Filter2
4633,300661,Filter2
4634,603633,Filter2
4635,300232,Filter2
4636,688582,Filter2
4637,300763,Filter2
4638,002756,
4639,002530,Filter2
4640,300503,Filter2
4641,603337,Filter2
4642,300992,Filter2
4643,688716,Filter2
4644,688087,Filter2
4645,300926,Filter2
4646,002353,Filter2
4647,603280,Filter3
4648,605555,Filter2
4649,300628,Filter2
4650,688778,Filter2
4651,603037,Filter2
4652,002318,Filter2
4653,600312,
4654,688646,Filter2
4655,601702,Filter2
4656,688116,Filter2
4657,601567,
4658,301208,Filter1
4659,603296,Filter2
4660,603100,Filter2
4661,603656,Filter2
4662,300443,Filter3
4663,000999,
4664,002270,
4665,002975,Filter2
4666,000530,Filter2
4667,600217,
4668,301317,Filter2
4669,301035,
4670,688205,Filter1
4671,002660,Filter2
4672,688275,Filter2
4673,601900,Filter2
4674,001380,Filter2
4675,000582,Filter2
4676,688005,Filter2
4677,301310,Filter2
4678,300580,Filter2
4679,603227,Filter2
4680,603766,Filter2
4681,003033,Filter2
4682,603806,
4683,601963,Filter2
4684,600956,
4685,300651,Filter3
4686,002068,Filter3
4687,301368,Filter2
4688,603320,Filter2
4689,600481,Filter2
4690,002459,
4691,688698,Filter2
4692,605117,Filter2
4693,001319,Filter2
4694,603236,Filter2
4695,600389,
4696,688235,Filter2
4697,300776,Filter2
4698,688617,Filter2
4699,300866,Filter2
4700,300035,Filter2
4701,002472,Filter2
4702,300953,Filter2
4703,002613,Filter2
4704,603615,Filter2
4705,601665,Filter2
4706,002861,Filter2
4707,002674,Filter2
4708,301000,Filter2
4709,605018,Filter2
4710,301186,Filter2
4711,688612,
4712,300718,Filter1
4713,000972,Filter3
4714,002920,Filter1
4715,603790,Filter2
4716,002738,Filter2
4717,600438,
4718,002965,Filter2
4719,688279,Filter2
4720,603859,Filter2
4721,688615,
4722,603986,Filter2
4723,603800,Filter2
4724,002878,Filter2
4725,300888,Filter2
4726,603505,
4727,603179,Filter2
4728,002031,Filter2
4729,600207,Filter2
4730,603915,Filter2
4731,003015,Filter3
4732,600885,Filter2
4733,603380,Filter2
4734,600821,Filter2
4735,300274,
4736,920108,Filter1
4737,002444,Filter2
4738,688411,
4739,301439,Filter1
4740,000626,Filter2
4741,300570,Filter2
4742,002086,
4743,600143,Filter2
4744,002993,Filter2
4745,001288,Filter2
4746,301155,Filter2
4747,600673,Filter2
4748,688726,
4749,002050,Filter2
4750,605055,Filter3
4751,000779,Filter2
4752,300014,Filter2
4753,603699,Filter2
4754,600060,Filter2
4755,002600,Filter2
4756,688362,Filter2
4757,002785,
4758,600163,
4759,688303,
4760,301489,
4761,603009,Filter2
4762,000921,
4763,301031,Filter2
4764,603713,
4765,603728,Filter2
4766,605376,Filter2
4767,300547,Filter3
4768,002134,Filter2
4769,002779,Filter1
4770,688584,
4771,605255,Filter2
4772,603166,Filter1
4773,301291,Filter2
4774,600261,Filter2
4775,605499,Filter3
4776,301261,Filter1
4777,603983,Filter2
4778,601689,Filter2
4779,688578,Filter2
4780,603606,
4781,300307,Filter2
4782,002698,Filter2
4783,688608,Filter2
4784,688418,Filter2
4785,002858,Filter2
4786,603667,Filter2
4787,688190,Filter2
4788,605299,Filter2
4789,603110,Filter1
4790,300918,Filter2
4791,001368,Filter1
4792,300840,Filter2
4793,688200,Filter2
4794,688503,Filter2
4795,300827,
4796,001301,
4797,301358,Filter2
4798,002122,Filter1
4799,002691,Filter1
4800,002718,Filter3
4801,001395,
